flag,maturity,strike,Price
put,0.05555555555555555,3410,0.925
put,0.05555555555555555,3415,0.95
put,0.05555555555555555,3420,0.95
put,0.05555555555555555,3425,0.9750000000000001
put,0.05555555555555555,3430,1.0
put,0.05555555555555555,3435,1.0
put,0.05555555555555555,3440,1.025
put,0.05555555555555555,3445,1.0499999999999998
put,0.05555555555555555,3450,1.0499999999999998
put,0.05555555555555555,3455,1.075
put,0.05555555555555555,3460,1.1
put,0.05555555555555555,3465,1.1
put,0.05555555555555555,3470,1.15
put,0.05555555555555555,3475,1.15
put,0.05555555555555555,3480,1.175
put,0.05555555555555555,3485,1.2000000000000002
put,0.05555555555555555,3490,1.225
put,0.05555555555555555,3495,1.25
put,0.05555555555555555,3500,1.25
put,0.05555555555555555,3505,1.2999999999999998
put,0.05555555555555555,3510,1.2999999999999998
put,0.05555555555555555,3515,1.35
put,0.05555555555555555,3520,1.35
put,0.05555555555555555,3525,1.4
put,0.05555555555555555,3530,1.4
put,0.05555555555555555,3535,1.4500000000000002
put,0.05555555555555555,3540,1.4500000000000002
put,0.05555555555555555,3545,1.5
put,0.05555555555555555,3550,1.5
put,0.05555555555555555,3555,1.5499999999999998
put,0.05555555555555555,3560,1.575
put,0.05555555555555555,3565,1.6
put,0.05555555555555555,3570,1.625
put,0.05555555555555555,3575,1.65
put,0.05555555555555555,3580,1.7000000000000002
put,0.05555555555555555,3585,1.725
put,0.05555555555555555,3590,1.75
put,0.05555555555555555,3595,1.7999999999999998
put,0.05555555555555555,3600,1.85
put,0.05555555555555555,3605,1.875
put,0.05555555555555555,3610,1.9
put,0.05555555555555555,3615,1.95
put,0.05555555555555555,3620,2.0
put,0.05555555555555555,3625,2.05
put,0.05555555555555555,3630,2.075
put,0.05555555555555555,3635,2.1
put,0.05555555555555555,3640,2.15
put,0.05555555555555555,3645,2.2
put,0.05555555555555555,3650,2.25
put,0.05555555555555555,3655,2.3
put,0.05555555555555555,3660,2.35
put,0.05555555555555555,3665,2.4
put,0.05555555555555555,3670,2.475
put,0.05555555555555555,3675,2.525
put,0.05555555555555555,3680,2.575
put,0.05555555555555555,3685,2.65
put,0.05555555555555555,3690,2.7
put,0.05555555555555555,3695,2.775
put,0.05555555555555555,3700,2.825
put,0.05555555555555555,3705,2.9
put,0.05555555555555555,3710,2.975
put,0.05555555555555555,3715,3.075
put,0.05555555555555555,3720,3.15
put,0.05555555555555555,3725,3.2
put,0.05555555555555555,3730,3.25
put,0.05555555555555555,3735,3.35
put,0.05555555555555555,3740,3.45
put,0.05555555555555555,3745,3.55
put,0.05555555555555555,3750,3.65
put,0.05555555555555555,3755,3.75
put,0.05555555555555555,3760,3.85
put,0.05555555555555555,3765,3.9499999999999997
put,0.05555555555555555,3770,4.05
put,0.05555555555555555,3775,4.15
put,0.05555555555555555,3780,4.300000000000001
put,0.05555555555555555,3785,4.449999999999999
put,0.05555555555555555,3790,4.550000000000001
put,0.05555555555555555,3795,4.65
put,0.05555555555555555,3800,4.800000000000001
put,0.05555555555555555,3805,4.949999999999999
put,0.05555555555555555,3810,5.050000000000001
put,0.05555555555555555,3815,5.25
put,0.05555555555555555,3820,5.4
put,0.05555555555555555,3825,5.550000000000001
put,0.05555555555555555,3830,5.75
put,0.05555555555555555,3835,5.85
put,0.05555555555555555,3840,6.050000000000001
put,0.05555555555555555,3845,6.25
put,0.05555555555555555,3850,6.449999999999999
put,0.05555555555555555,3855,6.65
put,0.05555555555555555,3860,6.85
put,0.05555555555555555,3865,7.050000000000001
put,0.05555555555555555,3870,7.25
put,0.05555555555555555,3875,7.5
put,0.05555555555555555,3880,7.75
put,0.05555555555555555,3885,7.949999999999999
put,0.05555555555555555,3890,8.2
put,0.05555555555555555,3895,8.45
put,0.05555555555555555,3900,8.75
put,0.05555555555555555,3905,9.0
put,0.05555555555555555,3910,9.3
put,0.05555555555555555,3915,9.55
put,0.05555555555555555,3920,9.899999999999999
put,0.05555555555555555,3925,10.25
put,0.05555555555555555,3930,10.5
put,0.05555555555555555,3935,10.8
put,0.05555555555555555,3940,11.25
put,0.05555555555555555,3945,11.600000000000001
put,0.05555555555555555,3950,12.0
put,0.05555555555555555,3955,12.399999999999999
put,0.05555555555555555,3960,12.8
put,0.05555555555555555,3965,13.2
put,0.05555555555555555,3970,13.65
put,0.05555555555555555,3975,14.05
put,0.05555555555555555,3980,14.55
put,0.05555555555555555,3985,15.100000000000001
put,0.05555555555555555,3990,15.55
put,0.05555555555555555,3995,16.05
put,0.05555555555555555,4000,16.6
put,0.05555555555555555,4005,17.15
put,0.05555555555555555,4010,17.75
put,0.05555555555555555,4015,18.3
put,0.05555555555555555,4020,18.9
put,0.05555555555555555,4025,19.6
put,0.05555555555555555,4030,20.3
put,0.05555555555555555,4035,20.9
put,0.05555555555555555,4040,21.6
put,0.05555555555555555,4045,22.45
put,0.05555555555555555,4050,23.15
put,0.05555555555555555,4055,23.9
put,0.05555555555555555,4060,24.7
put,0.05555555555555555,4065,25.65
put,0.05555555555555555,4070,26.450000000000003
put,0.05555555555555555,4075,27.35
put,0.05555555555555555,4080,28.25
put,0.05555555555555555,4085,29.25
put,0.05555555555555555,4090,30.3
put,0.05555555555555555,4095,31.25
put,0.05555555555555555,4100,32.35
put,0.05555555555555555,4105,33.45
put,0.05555555555555555,4110,34.599999999999994
put,0.05555555555555555,4115,35.75
put,0.05555555555555555,4120,36.95
put,0.05555555555555555,4125,38.2
put,0.05555555555555555,4130,39.55
put,0.05555555555555555,4135,40.85
put,0.05555555555555555,4140,42.2
put,0.05555555555555555,4145,43.65
put,0.05555555555555555,4150,45.099999999999994
put,0.05555555555555555,4155,46.55
put,0.05555555555555555,4160,48.15
put,0.05555555555555555,4165,49.85
put,0.05555555555555555,4170,51.45
put,0.05555555555555555,4175,53.2
put,0.05555555555555555,4180,54.9
put,0.05555555555555555,4185,56.65
put,0.05555555555555555,4190,58.55
put,0.05555555555555555,4195,60.65
put,0.05555555555555555,4200,62.45
put,0.05555555555555555,4205,64.55000000000001
put,0.05555555555555555,4210,66.69999999999999
put,0.05555555555555555,4215,68.85
put,0.05555555555555555,4220,71.35
put,0.05555555555555555,4225,73.75
put,0.05555555555555555,4230,75.65
put,0.05555555555555555,4235,78.19999999999999
put,0.05555555555555555,4240,80.55000000000001
put,0.05555555555555555,4245,83.0
put,0.05555555555555555,4250,85.6
put,0.05555555555555555,4255,88.45
put,0.05555555555555555,4260,91.1
put,0.05555555555555555,4265,94.05
put,0.05555555555555555,4270,96.80000000000001
put,0.05555555555555555,4275,99.75
put,0.05555555555555555,4280,102.75
put,0.05555555555555555,4285,105.85
put,0.05555555555555555,4290,108.95
put,0.05555555555555555,4295,112.15
put,0.05555555555555555,4300,115.65
put,0.05555555555555555,4305,453.9
put,0.05555555555555555,4310,122.35
put,0.05555555555555555,4315,126.45
put,0.05555555555555555,4320,129.95
put,0.05555555555555555,4325,132.95
put,0.05555555555555555,4330,219.25
put,0.05555555555555555,4335,438.7
put,0.05555555555555555,4340,144.2
put,0.05555555555555555,4345,389.20000000000005
put,0.05555555555555555,4350,151.75
put,0.05555555555555555,4360,159.65
put,0.05555555555555555,4365,538.5
put,0.05555555555555555,4370,167.7
put,0.05555555555555555,4375,380.65
put,0.05555555555555555,4380,176.0
put,0.05555555555555555,4385,180.2
put,0.05555555555555555,4390,270.35
put,0.05555555555555555,4400,193.2
put,0.05555555555555555,4410,202.0
put,0.05555555555555555,4415,206.25
put,0.05555555555555555,4420,210.9
put,0.05555555555555555,4425,215.25
put,0.05555555555555555,4430,316.65
put,0.05555555555555555,4440,228.89999999999998
put,0.05555555555555555,4445,233.55
put,0.05555555555555555,4450,325.05
put,0.05555555555555555,4460,247.5
put,0.05555555555555555,4470,256.9
put,0.05555555555555555,4475,261.65
put,0.05555555555555555,4480,266.5
put,0.05555555555555555,4490,275.95
put,0.05555555555555555,4500,285.55
put,0.05555555555555555,4510,295.15
put,0.05555555555555555,4520,391.85
put,0.05555555555555555,4525,625.0999999999999
put,0.05555555555555555,4530,509.2
put,0.05555555555555555,4540,437.75
put,0.05555555555555555,4550,334.25
put,0.05555555555555555,4560,344.0
put,0.05555555555555555,4570,665.65
put,0.05555555555555555,4575,358.75
put,0.05555555555555555,4580,364.1
put,0.05555555555555555,4590,373.95
put,0.05555555555555555,4600,383.5
put,0.05555555555555555,4610,393.45
put,0.05555555555555555,4620,403.35
put,0.05555555555555555,4625,408.25
put,0.05555555555555555,4630,413.25
put,0.05555555555555555,4640,423.55
put,0.05555555555555555,4650,433.1
put,0.05555555555555555,4660,443.05
put,0.05555555555555555,4670,453.05
put,0.05555555555555555,4675,458.05
put,0.05555555555555555,4680,463.0
put,0.05555555555555555,4700,833.4
put,0.05555555555555555,4710,492.79999999999995
put,0.05555555555555555,4720,510.45000000000005
put,0.05555555555555555,4725,827.05
put,0.05555555555555555,4750,533.1500000000001
put,0.05555555555555555,4775,649.1
put,0.05555555555555555,4800,582.65
put,0.05555555555555555,4850,791.05
put,0.05555555555555555,4900,743.55
put,0.05555555555555555,5000,782.25
put,0.06349206349206349,2500,0.125
put,0.06349206349206349,2600,0.15
put,0.06349206349206349,2700,0.2
put,0.06349206349206349,2800,0.22499999999999998
put,0.06349206349206349,2900,0.30000000000000004
put,0.06349206349206349,2950,0.35
put,0.06349206349206349,3000,0.4
put,0.06349206349206349,3050,0.45
put,0.06349206349206349,3100,0.525
put,0.06349206349206349,3150,0.575
put,0.06349206349206349,3200,0.675
put,0.06349206349206349,3250,0.7749999999999999
put,0.06349206349206349,3300,0.9
put,0.06349206349206349,3350,1.0499999999999998
put,0.06349206349206349,3375,1.15
put,0.06349206349206349,3400,1.25
put,0.06349206349206349,3425,1.35
put,0.06349206349206349,3450,1.4500000000000002
put,0.06349206349206349,3460,1.5
put,0.06349206349206349,3470,1.5499999999999998
put,0.06349206349206349,3475,1.575
put,0.06349206349206349,3480,1.6
put,0.06349206349206349,3490,1.65
put,0.06349206349206349,3500,1.7000000000000002
put,0.06349206349206349,3510,1.775
put,0.06349206349206349,3520,1.825
put,0.06349206349206349,3525,1.875
put,0.06349206349206349,3530,1.9
put,0.06349206349206349,3540,1.9749999999999999
put,0.06349206349206349,3550,2.05
put,0.06349206349206349,3560,2.125
put,0.06349206349206349,3570,2.2
put,0.06349206349206349,3575,2.25
put,0.06349206349206349,3580,2.2750000000000004
put,0.06349206349206349,3590,2.375
put,0.06349206349206349,3600,2.4749999999999996
put,0.06349206349206349,3610,2.55
put,0.06349206349206349,3620,2.675
put,0.06349206349206349,3625,2.75
put,0.06349206349206349,3630,2.8
put,0.06349206349206349,3640,2.9
put,0.06349206349206349,3650,3.05
put,0.06349206349206349,3660,3.15
put,0.06349206349206349,3670,3.3
put,0.06349206349206349,3675,3.35
put,0.06349206349206349,3680,3.45
put,0.06349206349206349,3690,3.65
put,0.06349206349206349,3700,3.8
put,0.06349206349206349,3710,3.9499999999999997
put,0.06349206349206349,3720,4.15
put,0.06349206349206349,3725,4.25
put,0.06349206349206349,3730,4.35
put,0.06349206349206349,3735,4.5
put,0.06349206349206349,3740,4.65
put,0.06349206349206349,3745,4.75
put,0.06349206349206349,3750,4.85
put,0.06349206349206349,3755,4.949999999999999
put,0.06349206349206349,3760,5.1
put,0.06349206349206349,3765,5.25
put,0.06349206349206349,3770,5.35
put,0.06349206349206349,3775,5.550000000000001
put,0.06349206349206349,3780,5.65
put,0.06349206349206349,3785,5.85
put,0.06349206349206349,3790,5.949999999999999
put,0.06349206349206349,3795,6.15
put,0.06349206349206349,3800,6.300000000000001
put,0.06349206349206349,3805,6.449999999999999
put,0.06349206349206349,3810,6.65
put,0.06349206349206349,3815,6.8
put,0.06349206349206349,3820,7.0
put,0.06349206349206349,3825,7.2
put,0.06349206349206349,3830,7.449999999999999
put,0.06349206349206349,3835,7.65
put,0.06349206349206349,3840,7.85
put,0.06349206349206349,3845,8.05
put,0.06349206349206349,3850,8.25
put,0.06349206349206349,3855,8.5
put,0.06349206349206349,3860,8.75
put,0.06349206349206349,3865,9.0
put,0.06349206349206349,3870,9.25
put,0.06349206349206349,3875,9.55
put,0.06349206349206349,3880,9.8
put,0.06349206349206349,3885,10.100000000000001
put,0.06349206349206349,3890,10.35
put,0.06349206349206349,3895,10.65
put,0.06349206349206349,3900,11.0
put,0.06349206349206349,3905,11.3
put,0.06349206349206349,3910,11.7
put,0.06349206349206349,3915,12.0
put,0.06349206349206349,3920,12.399999999999999
put,0.06349206349206349,3925,12.75
put,0.06349206349206349,3930,13.15
put,0.06349206349206349,3935,13.55
put,0.06349206349206349,3940,13.899999999999999
put,0.06349206349206349,3945,14.25
put,0.06349206349206349,3950,14.75
put,0.06349206349206349,3955,15.15
put,0.06349206349206349,3960,15.65
put,0.06349206349206349,3965,16.15
put,0.06349206349206349,3970,16.6
put,0.06349206349206349,3975,17.1
put,0.06349206349206349,3980,17.6
put,0.06349206349206349,3985,18.2
put,0.06349206349206349,3990,18.8
put,0.06349206349206349,3995,19.3
put,0.06349206349206349,4000,19.9
put,0.06349206349206349,4005,20.6
put,0.06349206349206349,4010,21.1
put,0.06349206349206349,4015,21.8
put,0.06349206349206349,4020,22.5
put,0.06349206349206349,4025,23.2
put,0.06349206349206349,4030,23.85
put,0.06349206349206349,4035,24.6
put,0.06349206349206349,4040,25.4
put,0.06349206349206349,4045,26.15
put,0.06349206349206349,4050,27.0
put,0.06349206349206349,4055,27.85
put,0.06349206349206349,4060,28.65
put,0.06349206349206349,4065,29.6
put,0.06349206349206349,4070,30.450000000000003
put,0.06349206349206349,4075,31.450000000000003
put,0.06349206349206349,4080,32.45
put,0.06349206349206349,4085,33.45
put,0.06349206349206349,4090,34.5
put,0.06349206349206349,4095,35.55
put,0.06349206349206349,4100,36.65
put,0.06349206349206349,4105,37.9
put,0.06349206349206349,4110,39.0
put,0.06349206349206349,4115,40.25
put,0.06349206349206349,4120,41.5
put,0.06349206349206349,4125,42.75
put,0.06349206349206349,4130,44.1
put,0.06349206349206349,4135,45.7
put,0.06349206349206349,4140,47.1
put,0.06349206349206349,4145,48.35
put,0.06349206349206349,4150,49.9
put,0.06349206349206349,4155,51.4
put,0.06349206349206349,4160,52.9
put,0.06349206349206349,4165,54.6
put,0.06349206349206349,4170,56.3
put,0.06349206349206349,4175,57.95
put,0.06349206349206349,4180,59.75
put,0.06349206349206349,4185,61.65
put,0.06349206349206349,4190,63.45
put,0.06349206349206349,4195,65.35
put,0.06349206349206349,4200,67.69999999999999
put,0.06349206349206349,4205,69.4
put,0.06349206349206349,4210,71.5
put,0.06349206349206349,4215,73.6
put,0.06349206349206349,4220,76.1
put,0.06349206349206349,4225,78.1
put,0.06349206349206349,4230,80.4
put,0.06349206349206349,4235,82.9
put,0.06349206349206349,4240,85.19999999999999
put,0.06349206349206349,4250,90.35
put,0.06349206349206349,4255,92.85
put,0.06349206349206349,4260,95.55
put,0.06349206349206349,4270,101.1
put,0.06349206349206349,4280,107.1
put,0.06349206349206349,4290,113.1
put,0.06349206349206349,4300,119.35
put,0.06349206349206349,4325,136.35
put,0.06349206349206349,4350,154.65
put,0.06349206349206349,4400,195.0
put,0.06349206349206349,4500,286.05
put,0.06349206349206349,4600,383.35
put,0.06349206349206349,4800,582.05
put,0.06746031746031746,2600,0.2
put,0.06746031746031746,2800,0.30000000000000004
put,0.06746031746031746,3000,0.45
put,0.06746031746031746,3200,0.8
put,0.06746031746031746,3300,1.1
put,0.06746031746031746,3350,1.275
put,0.06746031746031746,3400,1.475
put,0.06746031746031746,3450,1.725
put,0.06746031746031746,3500,2.05
put,0.06746031746031746,3550,2.45
put,0.06746031746031746,3600,2.975
put,0.06746031746031746,3650,3.65
put,0.06746031746031746,3700,4.550000000000001
put,0.06746031746031746,3750,5.75
put,0.06746031746031746,3800,7.4
put,0.06746031746031746,3825,8.399999999999999
put,0.06746031746031746,3850,9.600000000000001
put,0.06746031746031746,3875,11.0
put,0.06746031746031746,3900,12.55
put,0.06746031746031746,3910,13.3
put,0.06746031746031746,3920,14.05
put,0.06746031746031746,3925,14.45
put,0.06746031746031746,3930,14.899999999999999
put,0.06746031746031746,3950,16.6
put,0.06746031746031746,3970,18.549999999999997
put,0.06746031746031746,3975,19.1
put,0.06746031746031746,3990,20.8
put,0.06746031746031746,3995,21.4
put,0.06746031746031746,4000,22.049999999999997
put,0.06746031746031746,4010,23.35
put,0.06746031746031746,4020,24.75
put,0.06746031746031746,4025,25.5
put,0.06746031746031746,4030,26.25
put,0.06746031746031746,4040,27.799999999999997
put,0.06746031746031746,4050,29.4
put,0.06746031746031746,4070,33.1
put,0.06746031746031746,4075,34.1
put,0.06746031746031746,4080,35.1
put,0.06746031746031746,4100,39.4
put,0.06746031746031746,4115,43.05
put,0.06746031746031746,4120,44.349999999999994
put,0.06746031746031746,4125,45.6
put,0.06746031746031746,4130,46.95
put,0.06746031746031746,4140,49.75
put,0.06746031746031746,4150,52.95
put,0.06746031746031746,4160,55.95
put,0.06746031746031746,4170,59.2
put,0.06746031746031746,4175,61.0
put,0.06746031746031746,4180,62.9
put,0.06746031746031746,4200,70.4
put,0.06746031746031746,4225,81.05
put,0.06746031746031746,4250,93.15
put,0.06746031746031746,4300,121.85
put,0.07142857142857142,2400,0.15
put,0.07142857142857142,2800,0.35
put,0.07142857142857142,3000,0.55
put,0.07142857142857142,3200,0.925
put,0.07142857142857142,3450,1.95
put,0.07142857142857142,3500,2.3
put,0.07142857142857142,3550,2.725
put,0.07142857142857142,3600,3.35
put,0.07142857142857142,3650,4.05
put,0.07142857142857142,3700,5.050000000000001
put,0.07142857142857142,3750,6.35
put,0.07142857142857142,3800,8.100000000000001
put,0.07142857142857142,3850,10.45
put,0.07142857142857142,3900,13.65
put,0.07142857142857142,3925,15.65
put,0.07142857142857142,3950,17.85
put,0.07142857142857142,3975,20.450000000000003
put,0.07142857142857142,4000,23.5
put,0.07142857142857142,4010,24.85
put,0.07142857142857142,4025,27.049999999999997
put,0.07142857142857142,4050,31.1
put,0.07142857142857142,4110,43.650000000000006
put,0.07142857142857142,4120,46.2
put,0.07142857142857142,4130,48.849999999999994
put,0.07142857142857142,4140,51.75
put,0.07142857142857142,4210,76.4
put,0.07142857142857142,4220,80.75
put,0.07936507936507936,2400,0.175
put,0.07936507936507936,2600,0.275
put,0.07936507936507936,2700,0.325
put,0.07936507936507936,2800,0.425
put,0.07936507936507936,2850,0.47500000000000003
put,0.07936507936507936,2900,0.525
put,0.07936507936507936,2950,0.6
put,0.07936507936507936,3000,0.65
put,0.07936507936507936,3050,0.75
put,0.07936507936507936,3100,0.85
put,0.07936507936507936,3150,1.0
put,0.07936507936507936,3200,1.15
put,0.07936507936507936,3250,1.35
put,0.07936507936507936,3300,1.5499999999999998
put,0.07936507936507936,3350,1.7999999999999998
put,0.07936507936507936,3400,2.075
put,0.07936507936507936,3450,2.425
put,0.07936507936507936,3500,2.875
put,0.07936507936507936,3550,3.45
put,0.07936507936507936,3575,3.75
put,0.07936507936507936,3600,4.15
put,0.07936507936507936,3625,4.550000000000001
put,0.07936507936507936,3650,5.050000000000001
put,0.07936507936507936,3660,5.25
put,0.07936507936507936,3670,5.449999999999999
put,0.07936507936507936,3675,5.6
put,0.07936507936507936,3690,5.949999999999999
put,0.07936507936507936,3700,6.2
put,0.07936507936507936,3710,6.5
put,0.07936507936507936,3720,6.75
put,0.07936507936507936,3725,6.949999999999999
put,0.07936507936507936,3730,7.1
put,0.07936507936507936,3740,7.4
put,0.07936507936507936,3750,7.75
put,0.07936507936507936,3760,8.100000000000001
put,0.07936507936507936,3770,8.5
put,0.07936507936507936,3775,8.7
put,0.07936507936507936,3780,8.899999999999999
put,0.07936507936507936,3790,9.35
put,0.07936507936507936,3800,9.75
put,0.07936507936507936,3810,10.25
put,0.07936507936507936,3820,10.75
put,0.07936507936507936,3825,11.05
put,0.07936507936507936,3830,11.3
put,0.07936507936507936,3840,11.85
put,0.07936507936507936,3850,12.45
put,0.07936507936507936,3860,13.05
put,0.07936507936507936,3870,13.8
put,0.07936507936507936,3875,14.100000000000001
put,0.07936507936507936,3880,14.5
put,0.07936507936507936,3890,15.2
put,0.07936507936507936,3900,16.0
put,0.07936507936507936,3910,16.75
put,0.07936507936507936,3920,17.65
put,0.07936507936507936,3925,18.15
put,0.07936507936507936,3930,18.55
put,0.07936507936507936,3940,19.55
put,0.07936507936507936,3945,20.1
put,0.07936507936507936,3950,20.7
put,0.07936507936507936,3955,21.15
put,0.07936507936507936,3960,21.7
put,0.07936507936507936,3965,22.2
put,0.07936507936507936,3970,22.8
put,0.07936507936507936,3975,23.5
put,0.07936507936507936,3980,24.0
put,0.07936507936507936,3985,24.65
put,0.07936507936507936,3990,25.4
put,0.07936507936507936,3995,25.950000000000003
put,0.07936507936507936,4000,26.65
put,0.07936507936507936,4005,27.35
put,0.07936507936507936,4010,28.049999999999997
put,0.07936507936507936,4015,28.85
put,0.07936507936507936,4020,29.549999999999997
put,0.07936507936507936,4025,30.35
put,0.07936507936507936,4030,31.35
put,0.07936507936507936,4035,32.05
put,0.07936507936507936,4040,32.95
put,0.07936507936507936,4045,33.8
put,0.07936507936507936,4050,34.7
put,0.07936507936507936,4055,35.6
put,0.07936507936507936,4060,36.55
put,0.07936507936507936,4065,37.7
put,0.07936507936507936,4070,38.5
put,0.07936507936507936,4075,39.599999999999994
put,0.07936507936507936,4080,40.65
put,0.07936507936507936,4085,41.7
put,0.07936507936507936,4090,42.8
put,0.07936507936507936,4095,43.95
put,0.07936507936507936,4100,45.150000000000006
put,0.07936507936507936,4105,46.45
put,0.07936507936507936,4110,47.6
put,0.07936507936507936,4115,48.9
put,0.07936507936507936,4120,50.2
put,0.07936507936507936,4125,51.599999999999994
put,0.07936507936507936,4130,52.9
put,0.07936507936507936,4135,54.349999999999994
put,0.07936507936507936,4140,55.8
put,0.07936507936507936,4145,57.25
put,0.07936507936507936,4150,58.849999999999994
put,0.07936507936507936,4160,62.05
put,0.07936507936507936,4165,63.7
put,0.07936507936507936,4170,65.30000000000001
put,0.07936507936507936,4175,67.1
put,0.07936507936507936,4180,68.85
put,0.07936507936507936,4185,70.69999999999999
put,0.07936507936507936,4190,72.6
put,0.07936507936507936,4195,74.45
put,0.07936507936507936,4200,76.44999999999999
put,0.07936507936507936,4205,78.45
put,0.07936507936507936,4210,80.55
put,0.07936507936507936,4220,84.85
put,0.07936507936507936,4225,87.05
put,0.07936507936507936,4230,89.35
put,0.07936507936507936,4240,94.05
put,0.07936507936507936,4250,98.95
put,0.07936507936507936,4260,104.1
put,0.07936507936507936,4290,120.9
put,0.07936507936507936,4300,126.8
put,0.07936507936507936,4400,199.3
put,0.0992063492063492,1800,0.1
put,0.0992063492063492,2100,0.125
put,0.0992063492063492,2200,0.125
put,0.0992063492063492,2250,0.2
put,0.0992063492063492,2300,0.25
put,0.0992063492063492,2350,0.275
put,0.0992063492063492,2400,0.30000000000000004
put,0.0992063492063492,2450,0.35
put,0.0992063492063492,2500,0.4
put,0.0992063492063492,2550,0.375
put,0.0992063492063492,2600,0.425
put,0.0992063492063492,2625,0.47500000000000003
put,0.0992063492063492,2650,0.47500000000000003
put,0.0992063492063492,2675,0.525
put,0.0992063492063492,2700,0.6
put,0.0992063492063492,2725,0.65
put,0.0992063492063492,2750,0.675
put,0.0992063492063492,2775,0.7
put,0.0992063492063492,2800,0.7250000000000001
put,0.0992063492063492,2825,0.7749999999999999
put,0.0992063492063492,2850,0.85
put,0.0992063492063492,2875,0.9
put,0.0992063492063492,2900,0.925
put,0.0992063492063492,2925,1.0
put,0.0992063492063492,2950,1.075
put,0.0992063492063492,2975,1.125
put,0.0992063492063492,2990,1.2000000000000002
put,0.0992063492063492,3000,1.25
put,0.0992063492063492,3010,1.25
put,0.0992063492063492,3020,1.2999999999999998
put,0.0992063492063492,3025,1.2999999999999998
put,0.0992063492063492,3030,1.35
put,0.0992063492063492,3040,1.35
put,0.0992063492063492,3050,1.4
put,0.0992063492063492,3060,1.4500000000000002
put,0.0992063492063492,3070,1.4500000000000002
put,0.0992063492063492,3075,1.5
put,0.0992063492063492,3080,1.5
put,0.0992063492063492,3090,1.5499999999999998
put,0.0992063492063492,3100,1.6
put,0.0992063492063492,3110,1.6
put,0.0992063492063492,3120,1.65
put,0.0992063492063492,3125,1.7000000000000002
put,0.0992063492063492,3130,1.65
put,0.0992063492063492,3140,1.75
put,0.0992063492063492,3150,1.7999999999999998
put,0.0992063492063492,3160,1.85
put,0.0992063492063492,3170,1.9
put,0.0992063492063492,3175,1.9
put,0.0992063492063492,3180,1.95
put,0.0992063492063492,3190,1.95
put,0.0992063492063492,3200,2.05
put,0.0992063492063492,3210,2.15
put,0.0992063492063492,3220,2.2
put,0.0992063492063492,3225,2.15
put,0.0992063492063492,3230,2.25
put,0.0992063492063492,3240,2.3
put,0.0992063492063492,3250,2.35
put,0.0992063492063492,3260,2.45
put,0.0992063492063492,3270,2.45
put,0.0992063492063492,3275,2.55
put,0.0992063492063492,3280,2.5
put,0.0992063492063492,3290,2.65
put,0.0992063492063492,3295,2.675
put,0.0992063492063492,3300,2.725
put,0.0992063492063492,3305,2.75
put,0.0992063492063492,3310,2.8
put,0.0992063492063492,3315,2.75
put,0.0992063492063492,3320,2.85
put,0.0992063492063492,3325,2.95
